Asset_ID,Category,Manufacturer,Model,Location,Status,Purchase_Date,Warranty_Expiry,Department,Owner_Name,Cost_INR
AST-9840,Router,Juniper,Router-Model-740,Cloud,Under Maintenance,2025-06-15,2029-02-11,IT,Employee-978,1989
AST-9841,Router,Cisco,Router-Model-435,On-Prem,Under Maintenance,2023-12-18,2029-04-18,Sales,Employee-3213,720
AST-9842,Router,Arista,Router-Model-413,On-Prem,Decommissioned,2025-07-19,2028-01-06,HR,Employee-3502,4028
AST-9843,Router,Arista,Router-Model-188,Cloud AWS,Active,2025-02-15,2027-12-30,Sales,Employee-2527,3023
AST-9844,Router,Cisco,Router-Model-436,Data Center,Active,2025-05-09,2029-03-31,Operations,Employee-847,3866
AST-9845,Router,Arista,Router-Model-567,Cloud,Decommissioned,2022-09-01,2029-11-07,Marketing,Employee-3089,1661
AST-9846,Router,Arista,Router-Model-434,Cloud AWS,Active,2024-04-18,2029-06-01,IT,Employee-35,1574
AST-9847,Router,Arista,Router-Model-166,Cloud,Active,2022-09-15,2029-05-12,Finance,Employee-1284,2468
AST-9848,Router,Cisco,Router-Model-277,Data Center,Inactive,2024-07-28,2028-12-30,IT,Employee-2668,4053
AST-9849,Router,Arista,Router-Model-744,Cloud,Inactive,2022-01-12,2027-03-25,Sales,Employee-1064,2819
AST-9850,Router,TP-Link,Router-Model-631,Branch Office 1,Decommissioned,2023-07-05,2027-07-13,Support,Employee-667,1115
AST-9851,Router,Arista,Router-Model-225,Cloud,Under Maintenance,2021-07-24,2028-10-15,HR,Employee-2942,4472
AST-9852,Router,Juniper,Router-Model-807,Cloud,Inactive,2023-07-12,2030-05-01,Sales,Employee-4685,2661
AST-9853,Router,Juniper,Router-Model-257,Data Center,Inactive,2024-02-10,2030-12-18,Marketing,Employee-2562,3494
AST-9854,Router,Cisco,Router-Model-739,Branch Office 1,Active,2021-04-23,2028-08-03,Support,Employee-704,4942
AST-9855,Router,Juniper,Router-Model-423,Branch Office 2,Inactive,2025-08-13,2027-11-05,HR,Employee-2535,4650
AST-9856,Router,Cisco,Router-Model-159,Branch Office 2,Under Maintenance,2025-07-25,2028-05-09,Sales,Employee-3974,2056
AST-9857,Router,TP-Link,Router-Model-908,On-Prem,Inactive,2025-09-15,2028-09-27,HR,Employee-4489,453
AST-9858,Router,Juniper,Router-Model-880,On-Prem,Decommissioned,2026-01-11,2028-10-24,HR,Employee-4856,2607
AST-9859,Router,Cisco,Router-Model-559,Cloud AWS,Inactive,2025-10-18,2029-05-25,Sales,Employee-734,2662
AST-9860,Router,Arista,Router-Model-104,Branch Office 1,Under Maintenance,2022-11-03,2029-07-10,Sales,Employee-1854,2493
AST-9861,Router,Arista,Router-Model-489,Branch Office 1,Active,2024-12-17,2029-12-08,Finance,Employee-1955,418
AST-9862,Router,Arista,Router-Model-104,Cloud,Under Maintenance,2025-01-11,2030-03-15,Support,Employee-624,2782
AST-9863,Router,Arista,Router-Model-188,Branch Office 2,Inactive,2022-04-03,2027-05-14,IT,Employee-115,2808
AST-9864,Router,Cisco,Router-Model-323,Data Center,Active,2022-01-16,2027-06-01,Marketing,Employee-1700,3327
AST-9865,Router,Arista,Router-Model-170,Cloud AWS,Active,2023-06-01,2031-02-22,Finance,Employee-4509,4215
AST-9866,Router,Cisco,Router-Model-318,Branch Office 1,Active,2023-06-27,2030-10-21,Operations,Employee-3417,2197
AST-9867,Router,Juniper,Router-Model-252,Cloud AWS,Decommissioned,2022-03-13,2027-08-17,HR,Employee-850,545
AST-9868,Router,Arista,Router-Model-175,Cloud AWS,Active,2021-11-05,2030-02-05,Finance,Employee-2970,1604
AST-9869,Router,Juniper,Router-Model-852,Cloud AWS,Under Maintenance,2022-05-21,2028-01-28,Operations,Employee-210,3819
AST-9870,Router,TP-Link,Router-Model-804,Cloud AWS,Active,2026-01-02,2027-11-24,Marketing,Employee-2724,2263
AST-9871,Router,Juniper,Router-Model-194,Cloud AWS,Active,2023-01-11,2030-07-27,Operations,Employee-1937,598
AST-9872,Router,Arista,Router-Model-311,On-Prem,Inactive,2022-02-08,2029-02-05,Sales,Employee-1398,1386
AST-9873,Router,Cisco,Router-Model-762,Branch Office 1,Active,2025-09-05,2030-02-11,Finance,Employee-3190,2477
AST-9874,Router,TP-Link,Router-Model-542,Data Center,Inactive,2021-05-28,2030-04-01,Support,Employee-1720,2570
AST-9875,Router,Arista,Router-Model-867,On-Prem,Under Maintenance,2026-02-18,2028-09-12,Marketing,Employee-3399,280
AST-9876,Router,Juniper,Router-Model-213,Cloud AWS,Active,2025-03-25,2028-10-24,Sales,Employee-992,938
AST-9877,Router,TP-Link,Router-Model-210,Cloud,Decommissioned,2025-03-10,2027-05-15,Operations,Employee-3999,3062
AST-9878,Router,TP-Link,Router-Model-532,Cloud,Inactive,2021-09-23,2030-06-11,Operations,Employee-1372,443
AST-9879,Router,Juniper,Router-Model-636,Data Center,Inactive,2022-06-30,2029-12-04,IT,Employee-4278,2689
AST-9880,Router,Cisco,Router-Model-233,Branch Office 1,Under Maintenance,2022-08-22,2027-12-07,Sales,Employee-4868,1410
AST-9881,Router,TP-Link,Router-Model-915,Branch Office 1,Decommissioned,2021-12-15,2028-01-06,Finance,Employee-403,2408
AST-9882,Router,TP-Link,Router-Model-140,Cloud,Active,2022-02-10,2029-10-01,HR,Employee-3910,1312
AST-9883,Router,Juniper,Router-Model-192,Branch Office 1,Inactive,2024-07-19,2027-08-29,Finance,Employee-4296,3664
AST-9884,Router,Juniper,Router-Model-766,Data Center,Under Maintenance,2021-06-05,2028-09-09,IT,Employee-3802,2404
AST-9885,Router,Arista,Router-Model-422,Data Center,Active,2024-03-26,2029-07-16,Support,Employee-1045,464
AST-9886,Router,Arista,Router-Model-404,Branch Office 2,Active,2025-09-27,2029-03-23,Support,Employee-590,4699
AST-9887,Router,Arista,Router-Model-613,Branch Office 2,Inactive,2025-09-12,2031-01-24,HR,Employee-844,680
AST-9888,Router,Juniper,Router-Model-166,Branch Office 1,Under Maintenance,2021-10-05,2031-01-23,Support,Employee-1396,1559
AST-9889,Router,Cisco,Router-Model-617,Branch Office 1,Inactive,2023-07-17,2028-10-04,HR,Employee-774,1021
AST-9890,Router,Arista,Router-Model-550,Branch Office 2,Inactive,2023-11-29,2027-10-14,Finance,Employee-4461,931
AST-9891,Router,TP-Link,Router-Model-247,On-Prem,Decommissioned,2026-02-01,2028-04-05,Sales,Employee-2752,1643
AST-9892,Router,Arista,Router-Model-197,On-Prem,Inactive,2025-11-05,2027-04-24,IT,Employee-3506,3244
AST-9893,Router,TP-Link,Router-Model-741,Cloud,Under Maintenance,2026-02-23,2028-12-30,Marketing,Employee-3547,2481
AST-9894,Router,Juniper,Router-Model-349,Cloud AWS,Inactive,2024-10-03,2029-08-16,Support,Employee-1886,2485
AST-9895,Router,Arista,Router-Model-877,On-Prem,Inactive,2023-08-16,2028-04-20,Finance,Employee-1625,3531
AST-9896,Router,Cisco,Router-Model-462,On-Prem,Decommissioned,2026-01-21,2028-02-07,Operations,Employee-2667,231
AST-9897,Router,Cisco,Router-Model-803,Cloud AWS,Decommissioned,2022-01-30,2030-02-02,HR,Employee-4841,2128
AST-9898,Router,TP-Link,Router-Model-698,On-Prem,Under Maintenance,2022-08-02,2030-12-20,Finance,Employee-225,4030
AST-9899,Router,Juniper,Router-Model-562,Branch Office 1,Active,2025-03-20,2027-09-24,HR,Employee-905,2117
AST-9900,Router,Juniper,Router-Model-448,Cloud,Active,2024-12-23,2027-10-13,HR,Employee-2111,1785
AST-9901,Router,TP-Link,Router-Model-424,Cloud,Inactive,2021-07-17,2029-09-06,IT,Employee-1732,1160
AST-9902,Router,Juniper,Router-Model-715,Cloud,Decommissioned,2024-11-09,2028-08-13,Support,Employee-3210,4664
AST-9903,Router,TP-Link,Router-Model-375,Cloud AWS,Decommissioned,2025-06-27,2028-11-19,IT,Employee-4966,2151
AST-9904,Router,Arista,Router-Model-659,Cloud AWS,Inactive,2025-01-19,2030-01-21,IT,Employee-2405,2204
AST-9905,Router,TP-Link,Router-Model-710,Cloud,Under Maintenance,2024-08-06,2030-07-28,Operations,Employee-3525,4036
AST-9906,Router,Cisco,Router-Model-601,Cloud AWS,Active,2022-12-26,2030-01-28,Sales,Employee-3737,3638
AST-9907,Router,TP-Link,Router-Model-748,Branch Office 2,Inactive,2025-11-14,2029-02-10,Sales,Employee-3040,4098
AST-9908,Router,Cisco,Router-Model-934,Branch Office 2,Active,2025-01-09,2027-04-30,IT,Employee-4994,1400
AST-9909,Router,Arista,Router-Model-972,Cloud,Inactive,2021-12-22,2030-02-27,Finance,Employee-3339,2068
AST-9910,Router,TP-Link,Router-Model-854,Data Center,Active,2021-08-25,2028-06-16,Support,Employee-2150,223
AST-9911,Router,Juniper,Router-Model-148,Branch Office 1,Inactive,2024-03-01,2030-03-04,IT,Employee-615,3857
AST-9912,Router,Cisco,Router-Model-386,Branch Office 1,Under Maintenance,2022-12-31,2029-05-30,Finance,Employee-327,3236
AST-9913,Router,Juniper,Router-Model-877,Branch Office 1,Decommissioned,2023-12-07,2027-03-07,Support,Employee-4418,279
AST-9914,Router,Juniper,Router-Model-201,Branch Office 1,Decommissioned,2025-03-28,2027-04-01,HR,Employee-1720,3746
AST-9915,Router,TP-Link,Router-Model-554,Branch Office 1,Active,2021-09-20,2031-02-16,Operations,Employee-931,1003
AST-9916,Router,Juniper,Router-Model-351,Branch Office 2,Active,2021-09-13,2029-08-03,Marketing,Employee-3122,4012
AST-9917,Router,Juniper,Router-Model-532,Branch Office 1,Active,2022-09-02,2028-07-22,Marketing,Employee-2885,3284
AST-9918,Router,Arista,Router-Model-103,On-Prem,Active,2025-03-17,2030-03-31,HR,Employee-1973,2371
AST-9919,Router,Juniper,Router-Model-187,Branch Office 2,Active,2024-05-31,2030-04-12,HR,Employee-3853,3477
AST-9920,Router,Arista,Router-Model-402,Data Center,Inactive,2024-08-01,2030-01-15,Sales,Employee-2850,3783
AST-9921,Router,TP-Link,Router-Model-606,Data Center,Inactive,2023-07-17,2027-10-06,Operations,Employee-2430,2774
AST-9922,Router,TP-Link,Router-Model-326,Branch Office 2,Decommissioned,2024-03-03,2028-09-19,IT,Employee-4384,1386
AST-9923,Router,Arista,Router-Model-306,Cloud,Decommissioned,2022-07-26,2030-04-26,Operations,Employee-1376,3373
AST-9924,Router,Juniper,Router-Model-564,Branch Office 1,Inactive,2025-06-23,2027-09-24,Sales,Employee-543,4243
AST-9925,Router,Arista,Router-Model-133,Data Center,Inactive,2022-09-23,2029-08-05,IT,Employee-1908,3239
AST-9926,Router,Juniper,Router-Model-755,Data Center,Active,2024-10-18,2027-09-03,Operations,Employee-2609,933
AST-9927,Router,Arista,Router-Model-989,Cloud,Active,2022-07-05,2030-09-30,Sales,Employee-2053,2835
AST-9928,Router,Juniper,Router-Model-443,Branch Office 1,Decommissioned,2023-07-22,2030-11-13,Sales,Employee-874,4072
AST-9929,Router,TP-Link,Router-Model-640,Branch Office 2,Active,2022-03-30,2028-04-18,HR,Employee-271,2585
AST-9930,Router,Arista,Router-Model-297,Data Center,Active,2024-10-05,2030-10-18,Finance,Employee-1202,443
AST-9931,Router,TP-Link,Router-Model-600,Branch Office 1,Under Maintenance,2024-04-23,2029-09-24,Operations,Employee-2855,4570
AST-9932,Router,TP-Link,Router-Model-669,Data Center,Active,2024-11-09,2028-06-02,Operations,Employee-489,896
AST-9933,Router,Juniper,Router-Model-555,Cloud AWS,Decommissioned,2022-01-14,2029-11-23,Marketing,Employee-4527,2135
AST-9934,Router,TP-Link,Router-Model-517,Cloud AWS,Inactive,2024-03-31,2029-04-16,Operations,Employee-89,4141
AST-9935,Router,Arista,Router-Model-730,On-Prem,Active,2025-03-27,2030-05-15,Sales,Employee-4367,4296
AST-9936,Router,TP-Link,Router-Model-768,Branch Office 2,Under Maintenance,2026-02-01,2029-10-28,Support,Employee-3228,1252
AST-9937,Router,Cisco,Router-Model-880,Branch Office 1,Inactive,2025-09-28,2027-04-07,Marketing,Employee-1465,2758
AST-9938,Router,Cisco,Router-Model-909,Branch Office 1,Under Maintenance,2025-02-28,2030-03-22,Finance,Employee-4860,2102
AST-9939,Router,Cisco,Router-Model-385,Cloud,Under Maintenance,2022-06-09,2030-12-31,Support,Employee-992,3831
AST-9940,Router,Juniper,Router-Model-809,Cloud AWS,Under Maintenance,2024-05-31,2029-02-17,HR,Employee-4407,3238
AST-9941,Router,Juniper,Router-Model-949,Branch Office 1,Under Maintenance,2025-11-10,2028-09-29,IT,Employee-3237,3152
AST-9942,Router,Juniper,Router-Model-323,Cloud,Active,2024-11-05,2028-07-10,Marketing,Employee-3790,4467
AST-9943,Router,Cisco,Router-Model-104,Cloud,Under Maintenance,2021-09-01,2028-08-14,HR,Employee-3027,4725
AST-9944,Router,Juniper,Router-Model-190,Cloud,Inactive,2022-06-05,2030-01-05,Support,Employee-2296,2861
AST-9945,Router,TP-Link,Router-Model-463,Cloud AWS,Decommissioned,2022-01-13,2030-06-07,Sales,Employee-2907,2534
AST-9946,Router,Arista,Router-Model-294,On-Prem,Inactive,2023-01-27,2030-01-06,Marketing,Employee-4850,274
AST-9947,Router,Juniper,Router-Model-480,Branch Office 1,Under Maintenance,2022-12-28,2030-02-28,Marketing,Employee-4694,4253
AST-9948,Router,Juniper,Router-Model-110,Cloud AWS,Inactive,2022-03-19,2030-12-11,Marketing,Employee-2463,2403
AST-9949,Router,Cisco,Router-Model-649,On-Prem,Under Maintenance,2025-03-01,2031-01-10,Finance,Employee-3664,1201
AST-9950,Router,Juniper,Router-Model-616,Cloud,Active,2025-05-13,2028-04-01,Sales,Employee-813,2461
AST-9951,Router,TP-Link,Router-Model-227,On-Prem,Inactive,2022-08-10,2027-10-19,Operations,Employee-4894,3545
AST-9952,Router,TP-Link,Router-Model-277,On-Prem,Decommissioned,2023-07-08,2030-05-26,Operations,Employee-415,231
AST-9953,Router,Juniper,Router-Model-532,Branch Office 1,Under Maintenance,2021-08-11,2030-10-23,Marketing,Employee-3015,4234
AST-9954,Router,TP-Link,Router-Model-274,Branch Office 1,Inactive,2025-08-24,2028-11-03,Finance,Employee-820,511
AST-9955,Router,Arista,Router-Model-541,Cloud,Under Maintenance,2021-06-11,2031-02-10,Sales,Employee-4153,3209
AST-9956,Router,Juniper,Router-Model-114,Cloud,Under Maintenance,2024-11-02,2027-07-06,HR,Employee-1062,3165
AST-9957,Router,Cisco,Router-Model-716,On-Prem,Active,2023-10-11,2028-05-02,Sales,Employee-131,1069
AST-9958,Router,TP-Link,Router-Model-471,On-Prem,Inactive,2021-12-28,2029-12-26,HR,Employee-1763,726
AST-9959,Router,Cisco,Router-Model-209,Cloud AWS,Decommissioned,2021-03-16,2030-07-16,Finance,Employee-748,2455
AST-9960,Router,Arista,Router-Model-191,Data Center,Under Maintenance,2022-10-22,2027-09-05,Operations,Employee-3756,786
AST-9961,Router,Juniper,Router-Model-320,On-Prem,Decommissioned,2023-09-19,2029-10-22,IT,Employee-4978,2857
AST-9962,Router,Arista,Router-Model-130,Cloud AWS,Decommissioned,2023-06-26,2030-12-28,Support,Employee-293,469
AST-9963,Router,Cisco,Router-Model-906,On-Prem,Active,2024-04-16,2030-09-09,Support,Employee-3012,4163
AST-9964,Router,Arista,Router-Model-386,On-Prem,Active,2022-11-29,2029-11-28,Sales,Employee-3499,2381
AST-9965,Router,TP-Link,Router-Model-328,Branch Office 2,Under Maintenance,2024-11-17,2027-08-26,Operations,Employee-2322,3717
AST-9966,Router,Arista,Router-Model-690,Branch Office 1,Under Maintenance,2022-02-28,2028-01-26,HR,Employee-2082,4118
AST-9967,Router,TP-Link,Router-Model-200,Cloud AWS,Inactive,2022-06-17,2028-04-11,HR,Employee-4375,506
AST-9968,Router,Cisco,Router-Model-469,Data Center,Inactive,2023-07-11,2028-04-29,HR,Employee-353,4807
AST-9969,Router,Cisco,Router-Model-182,Cloud,Active,2021-09-02,2028-05-26,Finance,Employee-8,2120
AST-9970,Router,Juniper,Router-Model-475,On-Prem,Active,2024-01-02,2029-11-12,Marketing,Employee-222,2259
AST-9971,Router,Juniper,Router-Model-537,Cloud,Active,2024-10-07,2029-03-08,Finance,Employee-1682,2301
AST-9972,Router,Cisco,Router-Model-982,On-Prem,Inactive,2023-03-24,2030-04-17,IT,Employee-2362,3402
AST-9973,Router,Cisco,Router-Model-175,Cloud AWS,Inactive,2023-09-23,2028-04-08,Finance,Employee-1390,2245
AST-9974,Router,Juniper,Router-Model-560,On-Prem,Inactive,2025-09-21,2028-08-20,Finance,Employee-1536,575
AST-9975,Router,TP-Link,Router-Model-269,Branch Office 1,Decommissioned,2025-09-14,2029-12-03,IT,Employee-1496,450
AST-9976,Router,Arista,Router-Model-188,Cloud,Decommissioned,2022-03-02,2027-08-05,Finance,Employee-1419,4986
AST-9977,Router,Arista,Router-Model-260,Cloud,Inactive,2025-06-24,2030-11-29,Operations,Employee-3121,3269
AST-9978,Router,Cisco,Router-Model-269,Cloud,Decommissioned,2023-08-08,2029-10-30,Support,Employee-4541,639
AST-9979,Router,Juniper,Router-Model-590,On-Prem,Active,2024-12-09,2028-01-13,Sales,Employee-2645,1010
AST-9980,Router,Juniper,Router-Model-979,Data Center,Decommissioned,2023-03-07,2030-06-09,Operations,Employee-26,1329
AST-9981,Router,Arista,Router-Model-954,Data Center,Active,2021-07-23,2027-09-15,HR,Employee-150,3556
AST-9982,Router,Juniper,Router-Model-853,Cloud AWS,Active,2023-06-04,2028-05-30,Support,Employee-127,1776
AST-9983,Router,Cisco,Router-Model-875,Cloud AWS,Decommissioned,2024-03-13,2030-09-13,Support,Employee-4887,585
AST-9984,Router,Cisco,Router-Model-880,Branch Office 2,Under Maintenance,2021-12-31,2028-10-23,HR,Employee-2615,2748
AST-9985,Router,Juniper,Router-Model-689,Cloud,Inactive,2023-10-08,2030-12-08,Support,Employee-1009,3255
AST-9986,Router,Arista,Router-Model-347,On-Prem,Decommissioned,2025-12-22,2028-07-24,Operations,Employee-151,1233
AST-9987,Router,TP-Link,Router-Model-879,On-Prem,Inactive,2023-01-17,2029-12-23,HR,Employee-2284,4163
AST-9988,Router,Juniper,Router-Model-606,Branch Office 1,Under Maintenance,2024-12-24,2028-02-17,HR,Employee-4665,1672
AST-9989,Router,Arista,Router-Model-383,On-Prem,Decommissioned,2024-01-16,2031-02-08,Finance,Employee-4244,3906
AST-9990,Router,Cisco,Router-Model-166,Data Center,Under Maintenance,2022-09-20,2028-11-15,HR,Employee-478,1791
AST-9991,Router,Cisco,Router-Model-690,Cloud,Decommissioned,2023-05-30,2028-03-02,HR,Employee-3525,2593
AST-9992,Router,Cisco,Router-Model-282,Branch Office 2,Under Maintenance,2024-12-17,2029-11-02,Sales,Employee-4738,905
AST-9993,Router,Arista,Router-Model-767,Branch Office 1,Inactive,2023-11-26,2030-09-12,Finance,Employee-2255,301
AST-9994,Router,Cisco,Router-Model-944,Branch Office 2,Under Maintenance,2024-07-18,2029-01-28,Marketing,Employee-2612,3309
AST-9995,Router,Cisco,Router-Model-244,Cloud AWS,Inactive,2024-05-12,2028-08-25,IT,Employee-2206,668
AST-9996,Router,Cisco,Router-Model-658,Cloud AWS,Decommissioned,2025-06-04,2029-10-11,IT,Employee-2918,1821
AST-9997,Router,Arista,Router-Model-145,Cloud AWS,Inactive,2023-03-12,2028-03-19,Finance,Employee-132,4848
AST-9998,Router,Arista,Router-Model-547,Branch Office 2,Under Maintenance,2022-10-05,2029-07-17,Marketing,Employee-2031,418
AST-9999,Router,Arista,Router-Model-376,Cloud AWS,Decommissioned,2021-07-25,2028-07-25,Marketing,Employee-3943,4524
AST-10000,Router,Arista,Router-Model-992,Data Center,Decommissioned,2023-09-27,2029-08-15,Support,Employee-1850,2875
AST-10001,Router,TP-Link,Router-Model-171,Branch Office 2,Active,2022-07-08,2027-03-22,HR,Employee-2023,4560
AST-10002,Router,Juniper,Router-Model-595,Branch Office 1,Decommissioned,2023-10-18,2029-08-29,HR,Employee-4639,4407
AST-10003,Router,TP-Link,Router-Model-483,Data Center,Decommissioned,2024-12-15,2027-10-15,Sales,Employee-4102,1073
AST-10004,Router,Cisco,Router-Model-378,On-Prem,Inactive,2021-06-03,2027-08-31,Finance,Employee-3185,3060
AST-10005,Router,TP-Link,Router-Model-528,Cloud AWS,Decommissioned,2021-11-08,2029-02-20,HR,Employee-3715,579
AST-10006,Router,Arista,Router-Model-239,Cloud,Inactive,2025-12-23,2030-09-15,Finance,Employee-3629,2568
AST-10007,Router,Arista,Router-Model-410,Cloud,Inactive,2023-07-19,2029-09-19,Sales,Employee-3893,2225
AST-10008,Router,Juniper,Router-Model-811,Branch Office 1,Active,2023-12-25,2030-11-09,Operations,Employee-920,3854
AST-10009,Router,Cisco,Router-Model-145,Branch Office 2,Inactive,2021-09-19,2028-04-08,Support,Employee-1337,4179
AST-10010,Router,TP-Link,Router-Model-433,Data Center,Decommissioned,2025-05-11,2029-01-24,Operations,Employee-3880,3344
AST-10011,Router,Juniper,Router-Model-607,On-Prem,Active,2024-07-26,2029-01-19,Operations,Employee-3223,1047
AST-10012,Router,TP-Link,Router-Model-934,Branch Office 1,Under Maintenance,2024-08-26,2029-06-07,Operations,Employee-2982,3791
AST-10013,Router,TP-Link,Router-Model-241,Branch Office 1,Decommissioned,2023-02-12,2028-11-14,IT,Employee-1268,4177
AST-10014,Router,Juniper,Router-Model-850,Data Center,Under Maintenance,2022-02-08,2028-11-02,Sales,Employee-3573,267
AST-10015,Router,Cisco,Router-Model-806,Branch Office 2,Under Maintenance,2025-04-30,2029-08-17,IT,Employee-4992,2572
AST-10016,Router,Cisco,Router-Model-967,On-Prem,Active,2024-02-22,2027-06-11,Support,Employee-4692,672
AST-10017,Router,TP-Link,Router-Model-142,Cloud AWS,Inactive,2024-11-05,2030-03-21,Support,Employee-263,4042
AST-10018,Router,TP-Link,Router-Model-673,Branch Office 1,Active,2024-02-24,2027-06-20,IT,Employee-1713,4399
AST-10019,Router,TP-Link,Router-Model-490,Cloud AWS,Active,2025-08-29,2028-02-04,Marketing,Employee-4253,2676
AST-10020,Router,TP-Link,Router-Model-918,Branch Office 1,Decommissioned,2023-08-04,2028-07-20,Sales,Employee-1508,1683
AST-10021,Router,Juniper,Router-Model-389,Cloud,Active,2021-10-15,2028-07-29,Sales,Employee-1292,4603
AST-10022,Router,TP-Link,Router-Model-398,Data Center,Under Maintenance,2026-02-02,2029-02-12,Marketing,Employee-1119,1162
AST-10023,Router,TP-Link,Router-Model-936,Data Center,Inactive,2024-11-14,2030-08-13,Finance,Employee-3580,831
AST-10024,Router,Juniper,Router-Model-356,Data Center,Decommissioned,2024-08-30,2030-08-14,Support,Employee-831,2823
AST-10025,Router,Arista,Router-Model-348,On-Prem,Decommissioned,2025-01-12,2029-08-18,Sales,Employee-4518,3004
AST-10026,Router,Arista,Router-Model-791,Cloud AWS,Inactive,2021-12-26,2027-04-30,Finance,Employee-1611,2898
AST-10027,Router,TP-Link,Router-Model-734,Cloud,Decommissioned,2024-12-29,2027-03-27,HR,Employee-1604,4080
AST-10028,Router,Arista,Router-Model-431,Cloud AWS,Under Maintenance,2022-12-20,2027-09-27,Marketing,Employee-4220,4275
AST-10029,Router,Arista,Router-Model-164,Branch Office 2,Active,2024-09-16,2030-02-23,Marketing,Employee-2799,4081
AST-10030,Router,Juniper,Router-Model-299,On-Prem,Inactive,2025-11-30,2029-02-05,Operations,Employee-2430,2605
AST-10031,Router,Cisco,Router-Model-234,Data Center,Active,2022-10-22,2028-12-29,HR,Employee-4661,4420
AST-10032,Router,Arista,Router-Model-830,Data Center,Under Maintenance,2025-08-13,2027-09-24,Marketing,Employee-2549,1715
AST-10033,Router,Cisco,Router-Model-603,Branch Office 2,Under Maintenance,2024-12-19,2030-08-09,HR,Employee-1578,2012
AST-10034,Router,TP-Link,Router-Model-509,Cloud AWS,Active,2021-08-11,2030-02-02,Finance,Employee-854,1023
AST-10035,Router,Cisco,Router-Model-738,Cloud,Under Maintenance,2022-01-10,2029-04-22,HR,Employee-769,1547
AST-10036,Router,Juniper,Router-Model-173,Branch Office 2,Active,2022-06-21,2030-09-25,Sales,Employee-2915,2000
AST-10037,Router,TP-Link,Router-Model-446,On-Prem,Active,2024-02-24,2029-10-28,Finance,Employee-1952,4756
AST-10038,Router,TP-Link,Router-Model-925,On-Prem,Decommissioned,2022-12-19,2027-07-12,Support,Employee-3010,2441
AST-10039,Router,Juniper,Router-Model-862,Branch Office 2,Active,2024-01-14,2030-12-19,IT,Employee-1778,3782
AST-10040,Router,Cisco,Router-Model-446,Cloud AWS,Active,2024-10-28,2029-03-01,Operations,Employee-4005,3180
AST-10041,Router,Cisco,Router-Model-606,Cloud,Decommissioned,2025-11-17,2028-10-23,IT,Employee-2066,814
AST-10042,Router,Cisco,Router-Model-215,Branch Office 2,Inactive,2024-11-16,2028-12-17,Operations,Employee-2944,3237
AST-10043,Router,Arista,Router-Model-529,Branch Office 2,Under Maintenance,2022-12-26,2029-03-05,HR,Employee-1933,1859
AST-10044,Router,Cisco,Router-Model-849,Cloud,Under Maintenance,2023-04-26,2027-04-28,HR,Employee-1198,3977
AST-10045,Router,Arista,Router-Model-380,Branch Office 1,Inactive,2022-08-11,2029-10-14,Marketing,Employee-3383,4578
AST-10046,Router,TP-Link,Router-Model-558,On-Prem,Under Maintenance,2023-05-07,2030-04-25,Support,Employee-352,985
AST-10047,Router,Arista,Router-Model-378,Cloud,Under Maintenance,2024-11-04,2030-04-28,HR,Employee-4779,3078
AST-10048,Router,TP-Link,Router-Model-983,Cloud AWS,Decommissioned,2021-12-26,2027-05-02,Support,Employee-1177,4079
AST-10049,Router,Juniper,Router-Model-488,Cloud,Decommissioned,2024-01-03,2030-12-26,HR,Employee-4391,828
AST-10050,Router,Arista,Router-Model-775,Cloud,Active,2025-04-11,2030-12-26,IT,Employee-2107,3978
AST-10051,Router,TP-Link,Router-Model-820,Branch Office 1,Inactive,2022-06-17,2030-10-20,HR,Employee-2104,1490
AST-10052,Router,Juniper,Router-Model-607,Branch Office 1,Decommissioned,2022-02-25,2027-11-30,Support,Employee-1248,4043
AST-10053,Router,Juniper,Router-Model-262,Cloud AWS,Under Maintenance,2022-08-01,2029-08-09,IT,Employee-4197,2009
AST-10054,Router,TP-Link,Router-Model-460,On-Prem,Decommissioned,2022-01-01,2027-06-20,Sales,Employee-3730,1676
AST-10055,Router,Juniper,Router-Model-512,Cloud,Inactive,2023-02-05,2029-10-27,Finance,Employee-1356,1649
AST-10056,Router,Juniper,Router-Model-859,Data Center,Decommissioned,2022-01-18,2030-07-17,Sales,Employee-995,2267
AST-10057,Router,Arista,Router-Model-531,Branch Office 2,Decommissioned,2024-07-26,2028-05-14,Finance,Employee-2671,732
AST-10058,Router,TP-Link,Router-Model-678,Data Center,Decommissioned,2021-11-12,2028-07-20,Finance,Employee-836,3350
AST-10059,Router,Cisco,Router-Model-256,Branch Office 1,Inactive,2023-02-04,2027-06-20,Sales,Employee-3842,4451
AST-10060,Router,Juniper,Router-Model-997,Cloud AWS,Inactive,2023-07-21,2029-08-14,IT,Employee-211,4508
AST-10061,Router,Cisco,Router-Model-656,Cloud,Decommissioned,2024-03-29,2029-11-13,Sales,Employee-3,1009
AST-10062,Router,Juniper,Router-Model-568,Cloud,Inactive,2023-06-10,2029-04-19,Finance,Employee-940,3806
AST-10063,Router,Cisco,Router-Model-292,Branch Office 1,Inactive,2025-08-22,2027-10-06,IT,Employee-1527,3681
AST-10064,Router,Arista,Router-Model-929,Branch Office 1,Inactive,2023-07-09,2027-08-08,HR,Employee-4497,757
AST-10065,Storage Device,EMC,Storage Device-Model-267,On-Prem,Decommissioned,2022-06-21,2028-01-10,Finance,Employee-4792,3935
